cum_reactions,n_reagents,named_reaction,parent,parent_input,reactions_added,reagents,reward,smiles,step,template_id
334,1,Urea formation (amine + amine),NCCN1CCCC(NCCc2ccc(O)cc2)C1,NCCN1CCCC(NCCc2ccc(O)cc2)C1,1,NCc1c[nH]c2ccccc12,0.945,O=C(NCCN1CCCC(NCCc2ccc(O)cc2)C1)NCc1c[nH]c2ccccc12,287,125
335,1,Urea formation (amine + amine),NCCN1CCCC(NCCc2ccc(O)cc2)C1,NCCN1CCCC(NCCc2ccc(O)cc2)C1,1,N#Cc1cc(N)cc(Br)c1,0.8994,N#Cc1cc(Br)cc(NC(=O)N(CCc2ccc(O)cc2)C2CCCN(CCN)C2)c1,288,126
336,1,Urea formation (amine + amine),NCCN1CCCC(NCCc2ccc(O)cc2)C1,NCCN1CCCC(NCCc2ccc(O)cc2)C1,1,Nc1cc(NCC(=O)O)ccc1O,0.679,NCCN1CCCC(N(CCc2ccc(O)cc2)C(=O)N(CC(=O)O)c2ccc(O)c(N)c2)C1,289,129
337,1,Urea formation (amine + amine),NCCN1CCCC(NCCc2ccc(O)cc2)C1,NCCN1CCCC(NCCc2ccc(O)cc2)C1,1,FC(F)(F)[C@@H]1CCCN1,0.6568,NCCN1CCCC(N(CCc2ccc(O)cc2)C(=O)N2CCCC2C(F)(F)F)C1,290,129
338,1,Urea formation (amine + amine),NCCN1CCCC(NCCc2ccc(O)cc2)C1,NCCN1CCCC(NCCc2ccc(O)cc2)C1,1,Oc1ccc2c(c1)C(c1c[nH]c3ccc(F)cc13)NCC2,0.5443,O=C(NCCN1CCCC(NCCc2ccc(O)cc2)C1)N1CCc2ccc(O)cc2C1c1c[nH]c2ccc(F)cc12,291,127
339,1,Urea formation (amine + amine),NCCN1CCCC(NCCc2ccc(O)cc2)C1,NCCN1CCCC(NCCc2ccc(O)cc2)C1,1,N[C@@H](Cc1cccs1)C(=O)O,0.5058,NCCN1CCCC(N(CCc2ccc(O)cc2)C(=O)NC(Cc2cccs2)C(=O)O)C1,292,126
342,1,Urea formation (amine + amine),NCCCN1CCC1CNCCc1ccc(O)cc1,NCCCN1CCC1CNCCc1ccc(O)cc1,3,Nc1nc(Br)cs1,0.9677,O=C(NCCCN1CCC1CNCCc1ccc(O)cc1)Nc1nc(Br)cs1,293,125
343,1,Urea formation (amine + amine),NCCCN1CCC1CNCCc1ccc(O)cc1,NCCCN1CCC1CNCCc1ccc(O)cc1,1,NCc1c[nH]c2ccccc12,0.9582,NCCCN1CCC1CN(CCc1ccc(O)cc1)C(=O)NCc1c[nH]c2ccccc12,294,126
344,1,Urea formation (amine + amine),NCCCN1CCC1CNCCc1ccc(O)cc1,NCCCN1CCC1CNCCc1ccc(O)cc1,1,Nc1ccc(Br)cc1N,0.8664,NCCCN1CCC1CN(CCc1ccc(O)cc1)C(=O)Nc1ccc(Br)cc1N,295,126
345,1,Urea formation (amine + amine),NCCCN1CCC1CNCCc1ccc(O)cc1,NCCCN1CCC1CNCCc1ccc(O)cc1,1,Nc1cc(NCC(=O)O)ccc1O,0.6312,Nc1cc(N(CC(=O)O)C(=O)NCCCN2CCC2CNCCc2ccc(O)cc2)ccc1O,296,127
348,1,Buchwald-Hartwig amination,NC(Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,N[C@H](Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,3,Fc1cc(Br)ccn1,0.995,Oc1ccc(CC(CN(C2CC2)C2CNC2)Nc2ccnc(F)c2)cc1,297,112
349,1,Buchwald-Hartwig amination,NC(Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,N[C@H](Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,1,NCCc1ccccc1Br,0.9803,NCCc1ccccc1NC(Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,298,112
350,1,Buchwald-Hartwig amination,NC(Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,N[C@H](Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,1,Cc1cc(Br)cnc1F,0.9677,Cc1cc(N2CC(N(CC(N)Cc3ccc(O)cc3)C3CC3)C2)cnc1F,299,114
351,1,Buchwald-Hartwig amination,NC(Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,N[C@H](Cc1ccc(O)cc1)CN(C1CC1)C1CNC1,1,NCCc1ccccc1Br,0.9668,NCCc1ccccc1N1CC(N(CC(N)Cc2ccc(O)cc2)C2CC2)C1,300,114
